Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/17  13:00:00,181992418.45642638,0.0,15807040.873338813,123481597.34515285,73462339.36847024,5987799.176932977,404060294.58833665,404060294.5883372,109251347.88571432 
 07/17  14:00:00,187614177.07506907,0.0,15807040.873338813,121807565.71264665,75184852.63250253,5987799.176932977,409822577.3028852,409822577.3028854,87032470.91099784 
 07/17  15:00:00,191600463.08287087,0.0,19796486.53312959,126829660.61016576,77499010.29904284,5987799.176932977,425487585.6870124,425487585.6870124,110227039.322543 
 07/17  16:00:00,193056859.82504603,0.0,29105192.44588942,161629800.20024115,78156144.93441835,5987799.176932977,472089633.60386807,472089633.6038672,140034442.64503536 
 07/17  17:00:00,190112601.23269427,0.0,35592787.787870474,204884491.0712216,76995064.45928375,5987799.176932977,518237955.30479187,518237955.30478716,147030216.5956055 
 07/17  18:00:00,186463916.39593223,0.0,44901493.93566237,204645835.6122203,75511596.14649737,5987799.176932977,522136546.33901,522136546.3390053,214426448.44529057 
 07/17  19:00:00,134545355.72227532,0.0,51550569.72193773,185571734.18467608,57901359.52378364,4524090.474007425,437919121.9929959,437919121.9929932,181502496.62481707 
 07/17  20:00:00,89173632.13095179,0.0,51550569.72193773,178875607.65465096,43090363.48594605,3060381.771081873,389437061.0331458,389437061.0331441,177720372.03272772 
 07/17  21:00:00,40627796.70493929,0.0,38252418.149386905,164823601.124626,26720448.148222804,1596673.0681563208,301642901.9310929,301642901.93109363,142445392.24786216 
 07/17  22:00:00,129380904.41468526,0.0,24954266.576836366,134031278.26953766,55868176.39154607,4524090.474007425,378903121.4311716,378903121.4311723,137253315.05789554 
 07/17  23:00:00,147350399.33595937,0.0,15645560.66407668,104912987.04695597,59954108.52283919,5987799.176932977,363725046.87675494,363725046.87675583,56870811.57937295 
 07/17  24:00:00,122158156.43283996,0.0,11656115.239317864,79472635.82437395,50615861.66110105,5987799.176932977,299283520.47566634,299283520.47566736,29404584.0 
 07/18  01:00:00,105715794.54243368,0.0,11656115.239317864,72776509.29434878,44913724.2465904,5987799.176932977,270223048.0283557,270223048.02835655,29404584.0 
 07/18  02:00:00,93651981.36360969,0.0,11656115.239317864,69428446.02933633,40887793.414650925,5987799.176932977,250632605.08368078,250632605.0836817,29404584.0 
 07/18  03:00:00,85192138.57723075,0.0,11656115.239317864,67754414.39683005,38146881.28124857,5987799.176932977,237657277.45143908,237657277.45144,29404584.0 
 07/18  04:00:00,78361157.57128066,0.0,16975375.727318894,71432354.39683005,35980488.310186476,5987799.176932977,237589771.06801617,237589771.06801713,29404584.0 
 07/18  05:00:00,78288857.89779842,0.0,26284081.875110786,87158392.55936149,35962696.52070473,5987799.176932977,255853721.29877818,255853721.29877913,29404584.0 
 07/18  06:00:00,3248935.263140461,0.0,27613896.938352972,120284500.51693058,14610560.881519824,1596673.0681563208,168668009.06709853,168668009.06709948,163955248.19129217 
 07/18  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,13740464.396913761,132964.3652307693,187986188.84089947,187986188.84090042,249706076.83897597 
 07/18  08:00:00,84297206.45166323,0.0,18466671.234855436,149227177.34515285,41121983.07642096,4524090.474007425,300194181.7408912,300194181.7408921,221743144.384502 
 07/18  09:00:00,24285379.211698037,0.0,15807040.873338813,139867388.97765952,21755602.377081472,5987799.176932977,209658957.71520305,209658957.715204,182638988.3029497 
 07/18  10:00:00,185522197.59919378,0.0,15807040.873338813,128503692.2426721,74722293.43230604,5987799.176932977,414278458.37927234,414278458.3792726,178213441.56947517 
 07/18  11:00:00,186141826.58452407,0.0,15807040.873338813,130177723.87517832,75023121.13378382,5987799.176932977,416744567.60096955,416744567.6009699,142421097.82500443 
 07/18  12:00:00,184693082.6954689,0.0,15590730.651414875,128385990.86668785,73867259.12682807,5987799.176932977,411963727.59209585,411963727.5920963,124128375.17126359 
 07/18  13:00:00,178806254.22203296,0.0,15807040.873338813,123481597.34515285,72157774.28374253,5987799.176932977,399534838.9526474,399534838.9526478,108141144.86248681 
 07/18  14:00:00,181295841.4866991,0.0,15807040.873338813,121807565.71264665,72482385.98041503,5987799.176932977,400675983.27321446,400675983.27321506,98994625.37354606 
 07/18  15:00:00,178349739.70901304,0.0,19796486.53312959,126829660.61016576,71929552.94465882,5987799.176932977,406255048.70561665,406255048.70561713,110200891.56239878 
 07/18  16:00:00,174650575.8047672,0.0,29105192.44588942,161629800.20024115,70483733.2268327,5987799.176932977,445597726.8131506,445597726.81315124,139201424.421586 
 07/18  17:00:00,178560454.34296098,0.0,35592787.787870474,204884491.0712216,72272685.26341747,5987799.176932977,501898864.4568071,501898864.45680267,147848894.64702478 
 07/18  18:00:00,50582966.04628107,0.0,44901493.93566237,204645835.6122203,30763801.18078317,1596673.068156321,336257871.4597279,336257871.4597274,214367723.77874988 
 07/18  19:00:00,83021975.83751458,0.0,51550569.72193773,185571734.18467608,40509900.78480841,3060381.7710818728,367118136.68154556,367118136.68154395,181451799.7883212 
 07/18  20:00:00,91459109.09357403,0.0,51550569.72193773,178875607.65465096,43939251.26564269,3060381.771081873,392782836.3737736,392782836.37377197,177674960.6898732 
 07/18  21:00:00,39010446.03082955,0.0,38252418.149386905,164823601.124626,26138547.323505178,1596673.0681563208,299451417.1814408,299451417.1814417,142412401.39863575 
 07/18  22:00:00,127729924.75950629,0.0,24954266.576836366,134031278.26953766,55193291.562238485,4524090.474007425,376628714.7161734,376628714.7161742,119126386.44154093 
 07/18  23:00:00,136370836.3907301,0.0,15645560.66407668,104912987.04695597,55949296.67108604,5987799.176932977,348635570.7165775,348635570.7165783,73691053.02784832 
 07/18  24:00:00,103548496.96931034,0.0,11656115.239317864,79472635.82437395,44267634.36636479,5987799.176932977,274141133.89317244,274141133.89317334,29404584.0 
 07/19  01:00:00,87170621.90963504,0.0,11656115.239317864,72776509.29434878,38853627.085945524,5987799.176932977,245442665.82348755,245442665.82348847,29404584.0 
 07/19  02:00:00,76732440.83895384,0.0,11656115.239317864,69428446.02933633,35531283.168078095,5987799.176932977,228197824.73376668,228197824.73376763,29404584.0 
 07/19  03:00:00,69558348.64659913,0.0,11656115.239317864,67754414.39683005,33298682.719691586,5987799.176932977,217029362.21789432,217029362.2178954,29404584.0 
 07/19  04:00:00,66886662.975640744,0.0,16975375.727318894,71432354.39683005,32470631.10661281,5987799.176932977,222504092.00860143,222504092.00860244,29404584.0 
 07/19  05:00:00,72813023.62914278,0.0,26284081.875110786,87158392.55936149,34290824.52875522,5987799.176932977,248670607.97655088,248670607.9765518,29404584.0 
 07/19  06:00:00,79273.34064101352,0.0,27613896.938352972,120284500.51693058,13761188.4657414,1596673.0681563208,164612845.7200748,164612845.72007576,160009936.0844 
 07/19  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,13740464.396913761,132964.3652307693,187986188.84089947,187986188.84090042,251405066.07967108 
 07/19  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,223833507.7773076 
 07/19  09:00:00,86828000.00273216,0.0,15807040.873338813,139867388.97765952,42004272.244220056,4524090.474007425,291666401.57712156,291666401.57712245,182583992.5269649 
 07/19  10:00:00,24339556.11061843,0.0,15807040.873338813,128503692.2426721,21755327.59877778,5987799.176932977,198420797.78869516,198420797.7886961,178169079.46271992 
 07/19  11:00:00,186320643.3381607,0.0,15807040.873338813,130177723.87517832,75049024.35633565,5987799.176932977,417645307.65892005,417645307.6589203,142390502.45913938 
 07/19  12:00:00,183308210.59858468,0.0,15590730.651414875,128385990.86668785,73228342.5619388,5987799.176932977,410447553.4906142,410447553.4906147,111890744.79656008 
 07/19  13:00:00,183743156.44726855,0.0,15807040.873338813,123481597.34515285,74164702.32008296,5987799.176932977,406905071.14508605,406905071.1450864,110255479.52122098 
 07/19  14:00:00,182244138.06164217,0.0,15807040.873338813,121807565.71264665,72851433.12684229,5987799.176932977,402136668.10292774,402136668.10292816,108694183.9913086 
 07/19  15:00:00,174449435.77623397,0.0,19796486.53312959,126829660.61016576,70389807.73690468,5987799.176932977,400800814.36823,400800814.3682304,110184614.33074982 
 07/19  16:00:00,91484098.24454121,0.0,29105192.44588942,161629800.20024115,43727368.19437064,5987799.176932977,334912595.6564847,334912595.6564852,125134733.93143278 
 07/19  17:00:00,145140651.35026914,0.0,35592787.787870474,204884491.0712216,62148475.19675268,5987799.176932977,458216164.76435727,458216164.764354,162694469.79835337 
 07/19  18:00:00,49397186.9611892,0.0,44901493.93566237,204645835.6122203,30341620.215755116,3060381.7710818728,335884838.9584855,335884838.95848507,214318576.864025 
 07/19  19:00:00,122055826.20617032,0.0,51550569.72193773,185571734.18467608,53257812.396367505,4524090.474007425,420944956.6706871,420944956.67068416,181409452.17585644 
 07/19  20:00:00,0.0,0.0,51550569.72193773,178875607.65465096,13740464.396913761,132964.3652307693,266926560.83538377,266926560.83538473,177632429.39099997 
 07/19  21:00:00,0.0,0.0,38252418.149386905,164823601.124626,13740464.396913761,132964.3652307693,246166815.83463907,246166815.8346401,142375661.2917574 
 07/19  22:00:00,83156420.85716514,0.0,24954266.576836366,134031278.26953766,40630764.65864737,3060381.771081873,315494678.678298,315494678.6782987,111882156.62918936 
 07/19  23:00:00,144505939.92182618,0.0,15645560.66407668,104912987.04695597,59036681.41363783,5987799.176932977,359985456.59490937,359985456.59491026,80477179.99919683 
 07/19  24:00:00,112694484.2090863,0.0,11656115.239317864,79472635.82437395,47417839.449782826,5987799.176932977,286561788.09478056,286561788.0947814,29404584.0 
 07/20  01:00:00,96572693.64658654,0.0,11656115.239317864,72776509.29434878,41922555.87185312,5987799.176932977,258021537.9876131,258021537.98761415,29404584.0 
 07/20  02:00:00,88800081.34562077,0.0,11656115.239317864,69428446.02933633,39360443.74548009,5987799.176932977,244223183.0685085,244223183.06850946,29404584.0 
 07/20  03:00:00,78788080.18308249,0.0,11656115.239317864,67754414.39683005,36174013.85396209,5987799.176932977,229230977.25488132,229230977.25488228,29404584.0 
 07/20  04:00:00,71574043.7767666,0.0,16975375.727318894,71432354.39683005,33929512.037086226,5987799.176932977,228687860.92607814,228687860.92607915,29404584.0 
 07/20  05:00:00,71643283.6426298,0.0,26284081.875110786,87158392.55936149,33973447.20748743,5987799.176932977,247152446.48257908,247152446.48258007,29404584.0 
 07/20  06:00:00,3425819.365977736,0.0,27613896.938352972,120284500.51693058,14719828.563367132,1596673.0681563208,168956722.73471949,168956722.73472047,156540651.6236601 
 07/20  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,13740464.396913761,132964.3652307693,187986188.84089947,187986188.84090042,244779858.7382437 
 07/20  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,224920427.48782644 
 07/20  09:00:00,88138540.68087281,0.0,15807040.873338813,139867388.97765952,42484986.159455046,4524090.474007425,293500149.51059425,293500149.510595,190917039.63862514 
 07/20  10:00:00,51196944.25030128,0.0,15807040.873338813,128503692.2426721,30763801.18078317,5987799.176932977,234668135.89789554,234668135.89789635,178133209.5570197 
 07/20  11:00:00,185395474.22175336,0.0,15807040.873338813,130177723.87517832,74673896.45189324,5987799.176932977,415982817.5927355,415982817.5927358,142357201.95614213 
 07/20  12:00:00,182941480.00055003,0.0,15590730.651414875,128385990.86668785,73135186.14877564,5987799.176932977,409515402.1796024,409515402.17960274,111867112.4947128 
 07/20  13:00:00,181451557.9390528,0.0,15807040.873338813,123481597.34515285,73313135.51997207,5987799.176932977,403373099.10521346,403373099.105214,110259156.60927556 
 07/20  14:00:00,184975932.5338437,0.0,15807040.873338813,121807565.71264665,74070381.69623262,5987799.176932977,405971429.691044,405971429.69104445,108716269.31542787 
 07/20  15:00:00,179161419.40483823,0.0,19796486.53312959,126829660.61016576,72346239.18401873,5987799.176932977,407489595.4353627,407489595.4353632,110189853.52066885 
 07/20  16:00:00,82783926.6674885,0.0,29105192.44588942,161629800.20024115,40306671.62505897,4524090.474007425,321282636.3404531,321282636.34045404,112314813.38360177 
 07/20  17:00:00,0.0,0.0,35592787.787870474,204884491.0712216,13740464.396913761,132964.3652307693,257223497.7157663,257223497.71576726,176270548.72178683 
 07/20  18:00:00,0.0,0.0,44901493.93566237,204645835.6122203,13740464.396913761,132964.3652307693,266286904.83201036,266286904.8320113,211905995.83437085 
 07/20  19:00:00,0.0,0.0,51550569.72193773,185571734.18467608,13740464.396913761,132964.3652307693,253533753.20900247,253533753.20900345,183732595.5482447 
 07/20  20:00:00,0.0,0.0,51550569.72193773,178875607.65465096,13740464.396913761,132964.3652307693,266926560.83538377,266926560.83538473,177598868.3777871 
 07/20  21:00:00,0.0,0.0,38252418.149386905,164823601.124626,13740464.396913761,132964.3652307693,246166815.83463907,246166815.8346401,142334622.52044863 
 07/20  22:00:00,84196068.53498125,0.0,24954266.576836366,134031278.26953766,41035306.64046565,3060381.771081873,316922968.33494747,316922968.3349483,111859922.66382742 
 07/20  23:00:00,143594178.1504314,0.0,15645560.66407668,104912987.04695597,58881188.8700858,5987799.176932977,358932434.24129325,358932434.24129415,80472309.7574916 
 07/20  24:00:00,111159184.99269521,0.0,11656115.239317864,79472635.82437395,47046868.27863705,5987799.176932977,284656755.31070757,284656755.3107084,29404584.0 
 07/21  01:00:00,92475301.01667507,0.0,11656115.239317864,72776509.29434878,40692848.11316801,5987799.176932977,252667742.44671023,252667742.44671118,29404584.0 
 07/21  02:00:00,80529537.93868332,0.0,11656115.239317864,69428446.02933633,36822663.9517607,5987799.176932977,233344323.47574526,233344323.47574627,29404584.0 
 07/21  03:00:00,71826050.50602835,0.0,11656115.239317864,67754414.39683005,34079270.16137146,5987799.176932977,220124340.98819068,220124340.9881917,29404584.0 
 07/21  04:00:00,65663169.189529285,0.0,16975375.727318894,71432354.39683005,32163840.25800074,5987799.176932977,220982612.3532185,220982612.35321957,29404584.0 
 07/21  05:00:00,72154728.36268461,0.0,26284081.875110786,87158392.55936149,34132880.36723622,5987799.176932977,247859531.532447,247859531.53244793,29404584.0 
 07/21  06:00:00,179073.90507344762,0.0,27613896.938352972,120284500.51693058,13787768.56121799,1596673.0681563208,164740430.2101435,164740430.21014446,156481934.30759043 
 07/21  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,13740464.396913761,132964.3652307693,187986188.84089947,187986188.84090042,230160286.95183367 
 07/21  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,224140435.72311956 
 07/21  09:00:00,0.0,0.0,15807040.873338813,139867388.97765952,13740464.396913761,132964.3652307693,171161623.78631833,171161623.78631935,205315135.11963138 
 07/21  10:00:00,93927779.17379381,0.0,15807040.873338813,128503692.2426721,44701479.380848266,5987799.176932977,291893146.7951604,291893146.7951612,178095107.54897583 
 07/21  11:00:00,51310516.38228322,0.0,15807040.873338813,130177723.87517832,30763801.18078317,5987799.176932977,236614060.81712478,236614060.8171255,142321753.38715348 
 07/21  12:00:00,188527731.42966163,0.0,15590730.651414875,128385990.86668785,75254157.64545886,5987799.176932977,418080145.7375498,418080145.73754996,111846462.26685193 
 07/21  13:00:00,185246641.39418003,0.0,15807040.873338813,123481597.34515285,74825817.86410864,5987799.176932977,409048644.2545712,409048644.2545715,110232583.54736313 
 07/21  14:00:00,180196802.49708545,0.0,15807040.873338813,121807565.71264665,72075641.23832043,5987799.176932977,399215572.69283706,399215572.69283754,108684738.01500039 
 07/21  15:00:00,178977576.8697252,0.0,19796486.53312959,126829660.61016576,72310688.19760175,5987799.176932977,407285706.2832539,407285706.2832543,110197597.93636926 
 07/21  16:00:00,178011676.97894835,0.0,29105192.44588942,161629800.20024115,71918810.8169776,5987799.176932977,450432054.9870614,450432054.9870619,112301290.18422918 
 07/21  17:00:00,137188087.61775637,0.0,35592787.787870474,204884491.0712216,59014567.88855364,5987799.176932977,446923549.6276082,446923549.6276051,176333302.93010762 
 07/21  18:00:00,94423228.38377514,0.0,44901493.93566237,204645835.6122203,45109176.60748321,3060381.771081873,395955837.41211265,395955837.4121107,191972988.05123717 
 07/21  19:00:00,44492616.0538389,0.0,51550569.72193773,185571734.18467608,28309447.3861018,1596673.0681563208,314486087.9282086,314486087.9282083,203341370.86780924 
 07/21  20:00:00,128450800.96500188,0.0,51550569.72193773,178875607.65465096,55677390.36159825,5987799.176932977,444571890.7096584,444571890.70965534,177570781.43818387 
 07/21  21:00:00,26016877.904708948,0.0,38252418.149386905,164823601.124626,22425114.442497388,1596673.068156321,282650097.47634727,282650097.4763483,142297186.50826555 
 07/21  22:00:00,159983173.23175335,0.0,24954266.576836366,134031278.26953766,65071661.702649,5987799.176932977,420368853.5741466,420368853.5741474,111797578.52060094 
 07/21  23:00:00,133193912.61785227,0.0,15645560.66407668,104912987.04695597,54791548.18218273,5987799.176932977,344285931.0821172,344285931.08211803,80328256.85775429 
 07/21  24:00:00,112691649.59100804,0.0,11656115.239317864,79472635.82437395,47407729.44830188,5987799.176932977,286509215.9200527,286509215.92005366,29404584.0 
 07/22  01:00:00,99970012.38567702,0.0,11656115.239317864,72776509.29434878,43065042.67898488,5987799.176932977,262563789.2071938,262563789.2071947,29404584.0 
 07/22  02:00:00,89696516.08033684,0.0,11656115.239317864,69428446.02933633,39671835.51594657,5987799.176932977,245423288.8256361,245423288.82563707,29404584.0 
 07/22  03:00:00,81463684.36335638,0.0,11656115.239317864,67754414.39683005,37023825.50656471,5987799.176932977,232778095.6892813,232778095.6892823,29404584.0 
 07/22  04:00:00,78569043.92570975,0.0,16975375.727318894,71432354.39683005,36099130.376129396,5987799.176932977,237926144.7500413,237926144.7500423,29404584.0 
 07/22  05:00:00,78543468.94030157,0.0,26284081.875110786,87158392.55936149,36082748.60111007,5987799.176932977,256246825.8430436,256246825.84304464,29404584.0 
 07/22  06:00:00,168328.7853347719,0.0,27613896.938352972,120284500.51693058,13784913.665738871,1596673.0681563208,164726408.60076526,164726408.6007662,156426133.93308103 
 07/22  07:00:00,0.0,0.0,26284081.875110786,146054728.47449982,13740464.396913761,132964.3652307693,187743533.28544194,187743533.28544292,224334825.83756593 
 07/22  08:00:00,0.0,0.0,16975375.727318894,147728760.107006,13740464.396913761,132964.3652307693,180136955.83892232,180136955.83892328,221525996.3162669 
 07/22  09:00:00,0.0,0.0,14315745.365802372,138368971.73951268,13740464.396913761,132964.3652307693,168145643.55975378,168145643.55975473,213165147.35936025 
 07/22  10:00:00,40766611.99998824,0.0,14315745.365802372,127005275.00452524,26689534.002974633,3060381.771081873,214014760.05142945,214014760.05143043,178059335.06569284 
 07/22  11:00:00,0.0,0.0,14315745.365802372,128679306.63703147,13740464.396913761,132964.3652307693,158544735.10394844,158544735.10394943,142288069.13978815 
 07/22  12:00:00,143594106.41364896,0.0,14315745.365802372,127005275.00452524,61473169.06794433,4524090.474007425,354912093.38738406,354912093.3873845,111808524.27308802 
 07/22  13:00:00,94739492.59662071,0.0,14315745.365802372,121983180.10700601,45195735.660227954,3060381.771081873,282577386.9032304,282577386.903231,110239682.01443136 
 07/22  14:00:00,45281507.961025394,0.0,14315745.365802372,120309148.4744998,28605426.703448273,1596673.0681563208,212339132.11876127,212339132.1187622,108722339.58862618 
 07/22  15:00:00,23833007.723239955,0.0,18305191.025593143,125331243.3720189,21404701.89867162,3060381.7710818728,193905236.795507,193905236.79550797,105428666.96978842 
 07/22  16:00:00,0.0,0.0,27613896.938352972,160131382.9620943,13740464.396913761,132964.3652307693,203630975.6793038,203630975.67930475,117228140.39514682 
 07/22  17:00:00,0.0,0.0,35592787.787870474,204645835.6122203,13740464.396913761,132964.3652307693,256977802.84124973,256977802.8412507,176306948.07369748 
 07/22  18:00:00,43566958.26928796,0.0,44901493.93566237,204645835.6122203,27854885.65077834,1596673.068156321,325849820.6989504,325849820.69895005,183396152.4614939 
 07/22  19:00:00,128758174.03328341,0.0,51550569.72193773,185571734.18467608,53643391.92151098,5987799.176932977,429463106.2795926,429463106.2795888,210742060.18472397 
 07/22  20:00:00,115867246.70197111,0.0,51550569.72193773,178875607.65465096,48800292.71720292,5987799.176932977,424995297.7157818,424995297.7157781,157957884.58281714 
 07/22  21:00:00,106228963.77340463,0.0,38252418.149386905,164823601.124626,45361367.53428796,5987799.176932977,391052402.38122416,391052402.3812251,140376028.40164337 
 07/22  22:00:00,90523710.46229501,0.0,24954266.576836366,134031278.26953766,40084315.6184922,5987799.176932977,325328244.1038295,325328244.1038303,132725587.36326951 
 07/22  23:00:00,73854024.18321751,0.0,15645560.66407668,104912987.04695597,34751692.134431995,5987799.176932977,264384813.37282217,264384813.37282312,54870375.81188598 
 07/22  24:00:00,61756032.978960335,0.0,11656115.239317864,79472635.82437395,31007143.90977484,5987799.176932977,218710116.99494287,218710116.99494392,29404584.0 
 07/23  01:00:00,53082215.57052746,0.0,11656115.239317864,72776509.29434878,28400769.793942206,5987799.176932977,200567253.76297882,200567253.7629799,29404584.0 
 07/23  02:00:00,47405497.05162809,0.0,11656115.239317864,69428446.02933633,26723343.94535251,5987799.176932977,189769009.68524623,189769009.6852472,29404584.0 
 07/23  03:00:00,42530885.72239159,0.0,11656115.239317864,67754414.39683005,25310274.5950742,5987799.176932977,181738727.4215545,181738727.4215555,29404584.0 
 07/23  04:00:00,38403885.91528898,0.0,16975375.727318894,71432354.39683005,24126668.205867253,5987799.176932977,185376554.21403757,185376554.2140386,29404584.0 
 07/23  05:00:00,38017302.749608524,0.0,26284081.875110786,87158392.55936149,24011970.889774166,5987799.176932977,203235386.0887437,203235386.08874473,29404584.0 
 07/23  06:00:00,47960558.84643455,0.0,27613896.938352972,120284500.51693058,26874264.524316795,5987799.176932977,230559105.3141939,230559105.31419498,184268685.36429346 
 07/23  07:00:00,55782512.57339465,0.0,26284081.875110786,146054728.47449982,29171134.456321485,5987799.176932977,265478850.84783402,265478850.847835,228293852.7999562 
 07/23  08:00:00,50881215.99336144,0.0,16975375.727318894,147728760.107006,27721164.750921436,5987799.176932977,251477059.845559,251477059.84555998,221424590.41590065 
 07/23  09:00:00,56759299.82823379,0.0,14315745.365802372,138368971.73951268,29424619.059544038,5987799.176932977,247129784.1604755,247129784.16047645,182406821.9591075 
 07/23  10:00:00,60904632.805362426,0.0,14315745.365802372,127005275.00452524,30628639.492538814,5987799.176932977,241214352.53500086,241214352.5350018,178025336.26230782 
 07/23  11:00:00,59674648.37834348,0.0,14315745.365802372,128679306.63703147,30250154.621200502,5987799.176932977,241297265.80501175,241297265.8050127,142316401.70363876 
 07/23  12:00:00,63636163.39950532,0.0,14315745.365802372,127005275.00452524,31412319.686637882,5987799.176932977,244759403.34675664,244759403.34675762,136234018.82114956 
 07/23  13:00:00,33001141.025201328,0.0,14315745.365802372,121983180.10700601,22925118.415299807,3060381.7710818728,197234160.8946102,197234160.89461118,103750697.37663156 
 07/23  14:00:00,0.0,0.0,14315745.365802372,120309148.4744998,13740464.396913761,132964.3652307693,150027980.11514986,150027980.11515084,91474666.99929799 
 07/23  15:00:00,0.0,0.0,18305191.025593143,125331243.3720189,13740464.396913761,132964.3652307693,159125950.77055302,159125950.77055398,110141683.61953765 
 07/23  16:00:00,0.0,0.0,27613896.938352972,160131382.9620943,13740464.396913761,132964.3652307693,203630975.6793038,203630975.67930475,133259849.64423738 
 07/23  17:00:00,0.0,0.0,35592787.787870474,204645835.6122203,13740464.396913761,132964.3652307693,256977802.84124973,256977802.8412507,153889907.3394974 
 07/23  18:00:00,0.0,0.0,44901493.93566237,204645835.6122203,13740464.396913761,132964.3652307693,266286904.83201036,266286904.8320113,214093511.1894465 
 07/23  19:00:00,47521881.222996995,0.0,51550569.72193773,185571734.18467608,28018526.937111985,4524090.474007425,320303676.9753941,320303676.9753937,181238373.4070429 
 07/23  20:00:00,68143083.11357209,0.0,51550569.72193773,178875607.65465096,32969548.353241242,5987799.176932977,360954611.9234946,360954611.92349565,177483730.65583116 
 07/23  21:00:00,63628231.84697889,0.0,38252418.149386905,164823601.124626,31431981.40283028,5987799.176932977,334101306.7886452,334101306.7886462,142284463.18657103 
 07/23  22:00:00,50764002.47664702,0.0,24954266.576836366,134031278.26953766,27621361.29215979,5987799.176932977,272704535.9334538,272704535.9334548,111830053.57443216 
 07/23  23:00:00,38465859.26389531,0.0,15645560.66407668,104912987.04695597,24087814.466501217,5987799.176932977,217948774.22511038,217948774.22511142,80388855.61989553 
 07/23  24:00:00,26134971.552781492,0.0,11656115.239317864,79472635.82437395,20659001.806181654,5987799.176932977,172338675.1120804,172338675.1120814,29404584.0 
 07/24  01:00:00,19714243.945464443,0.0,11656115.239317864,72776509.29434878,18909826.53812974,5987799.176932977,157321736.88270408,157321736.8827051,29404584.0 
 07/24  02:00:00,16295762.234196361,0.0,11656115.239317864,69428446.02933633,17989465.292853042,5987799.176932977,149559362.54209742,149559362.5420984,29404584.0 
 07/24  03:00:00,15185717.750809208,0.0,11656115.239317864,67754414.39683005,17691078.998807386,5987799.176932977,146448444.21043283,146448444.21043375,29404584.0 
 07/24  04:00:00,17925018.76339864,0.0,16975375.727318894,71432354.39683005,18426702.67150076,5987799.176932977,158953263.1936213,158953263.1936222,29404584.0 
 07/24  05:00:00,25319091.7600999,0.0,26284081.875110786,87158392.55936149,20431518.66701284,5987799.176932977,186802194.11531472,186802194.11531568,29404584.0 
 07/24  06:00:00,37081579.558696024,0.0,27613896.938352972,120284500.51693058,23689555.397901446,5987799.176932977,216376652.50287884,216376652.50287986,156367582.7880966 
 07/24  07:00:00,23956967.620132998,0.0,26284081.875110786,146293383.9335011,20256747.66645646,3060381.7710818728,221684153.38549238,221684153.38549334,234656271.59663397 
 07/24  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,222352927.5663038 
 07/24  09:00:00,0.0,0.0,15807040.873338813,139867388.97765952,13740464.396913761,132964.3652307693,171161623.78631833,171161623.78631935,202245467.02448455 
 07/24  10:00:00,0.0,0.0,15807040.873338813,128503692.2426721,13740464.396913761,132964.3652307693,159857243.12405813,159857243.1240591,177987614.3026297 
 07/24  11:00:00,0.0,0.0,15807040.873338813,130177723.87517832,13740464.396913761,132964.3652307693,161562157.34723207,161562157.34723303,142258657.03613037 
 07/24  12:00:00,0.0,0.0,15590730.651414875,128385990.86668785,12748161.084893314,132964.3652307693,158528772.97365025,158528772.97365123,111807023.6584416 
 07/24  13:00:00,0.0,0.0,15807040.873338813,123481597.34515285,13740464.396913761,132964.3652307693,154745753.05257082,154745753.05257183,110203748.40883261 
 07/24  14:00:00,0.0,0.0,15807040.873338813,121807565.71264665,12748161.084893314,132964.3652307693,152050692.25367457,152050692.25367555,108671184.41038868 
 07/24  15:00:00,0.0,0.0,19796486.53312959,126829660.61016576,13740464.396913761,132964.3652307693,162142400.33016795,162142400.3301689,110172452.89784937 
 07/24  16:00:00,0.0,0.0,29105192.44588942,161629800.20024115,13740464.396913761,132964.3652307693,206653525.39136893,206653525.39136994,112278789.52969 
 07/24  17:00:00,0.0,0.0,35592787.787870474,204884491.0712216,13740464.396913761,132964.3652307693,257223497.7157663,257223497.71576726,176232432.0452047 
 07/24  18:00:00,0.0,0.0,44901493.93566237,204645835.6122203,13740464.396913761,132964.3652307693,266286904.83201036,266286904.8320113,183318932.70956486 
 07/24  19:00:00,0.0,0.0,51550569.72193773,185571734.18467608,13740464.396913761,132964.3652307693,253533753.20900247,253533753.20900345,211609790.03216898 
 07/24  20:00:00,0.0,0.0,51550569.72193773,178875607.65465096,13740464.396913761,132964.3652307693,266926560.83538377,266926560.83538473,164431098.9764679 
