Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 01/04  10:00:00,152207768.25965765,35043217.143588625,190161803.4153124,766187374.0659232,1524590982.1435692,276374963.448118,94047527.86157055 
 01/04  11:00:00,241056761.8072988,32971284.409264702,10688989.918261074,766134049.2768176,1524590982.1435692,293055735.5002758,93560783.70594372 
 01/04  12:00:00,332313105.19737667,34329681.30948155,70531.6591697293,766134049.2768176,1524590982.1435692,308945629.08967716,93848041.374961 
 01/04  13:00:00,301094249.9424925,44617736.84304978,0.0,766134049.2768176,1407891560.4622302,286216466.73978204,93682595.76936805 
 01/04  14:00:00,308848196.133971,41204589.159767576,0.0,766134049.2768176,1524590982.1435692,303135813.7996893,93577979.72567569 
 01/04  15:00:00,339441095.6411438,38309593.08737799,0.0,766134049.2768176,1524590982.1435692,302872455.25694776,93822572.97739922 
 01/04  16:00:00,340569592.9476905,32939465.37756912,0.0,768061171.841798,1524590982.1435692,299657550.87519985,93968666.64714976 
 01/04  17:00:00,344169115.68559563,29250016.430232666,0.0,786479873.9363433,1524590982.1435692,297419610.4571262,93895616.74072395 
 01/04  18:00:00,279602018.28520805,35728066.56624314,0.0,485740941.4852057,1057793295.4182142,254968450.27579325,93543558.24825548 
 01/04  19:00:00,221325182.87701106,39619783.967749365,627887.7316506184,296653033.108991,941093873.7368754,252502964.54222006,93459932.5287751 
 01/04  20:00:00,201452542.60685453,39709115.55393645,2438276.2060269713,296653033.108991,941093873.7368754,252293931.92420042,93430821.8432768 
 01/04  21:00:00,181848681.42517093,39708543.922783785,4208357.729902118,197765105.62937143,941093873.7368754,252130339.3883338,93413285.63271257 
 01/04  22:00:00,170081265.08368713,38948569.88037899,13016318.933822528,197765105.62937143,941093873.7368754,252126300.6847973,93434755.47904977 
 01/04  23:00:00,113288560.53554875,39405166.25858528,0.0,98887927.4796197,941093873.7368754,152609630.79620156,17214356.553167153 
 01/04  24:00:00,112912704.92935935,41156893.40037758,0.0,49438589.07487582,941093873.7368754,152609630.79620156,17214356.553167153 
 01/05  01:00:00,111803956.2270365,42815637.64339349,0.0,38694479.62202592,836730825.2177298,152609630.79620153,17012017.457849614 
 01/05  02:00:00,110965575.81873627,42402838.54668282,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/05  03:00:00,110692959.43850859,42993960.192026585,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/05  04:00:00,110082683.1336581,43102953.1092068,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/05  05:00:00,109297445.6214682,43236300.77860799,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/05  06:00:00,117295664.85970196,42937122.92641941,96209050.0760999,38137022.65685523,836730825.2177298,182284104.19095033,41470412.317971274 
 01/05  07:00:00,143801846.79016596,41754760.64557342,586688934.0909286,88762776.67582561,941093873.7368754,264106309.03389776,95636097.19183323 
 01/05  08:00:00,128262405.8869221,40329372.91228172,479055367.5589434,279697038.1852708,941093873.7368754,252126300.6847973,94926252.5779164 
 01/05  09:00:00,145697543.07281083,33422699.537230022,161173799.2003324,776566353.1916863,1524590982.1435692,259640063.4912554,93865385.15406172 
 01/05  10:00:00,190547737.601422,33975618.27594905,18871527.59750413,766187812.2595317,1524590982.1435692,272606405.1499373,93473116.8832375 
 01/05  11:00:00,271095129.06499547,33918082.46055974,2447165.033698903,766134049.2768176,1524590982.1435692,287773411.17374444,93573545.86887121 
 01/05  12:00:00,331282826.82660806,33284396.50319688,64182.8003576511,766134049.2768176,1524590982.1435692,305874881.05532014,93791562.51941511 
 01/05  13:00:00,342487535.7775449,34272716.60586049,0.0,766134049.2768176,1407891560.4622302,295835360.50516856,93840376.29069106 
 01/05  14:00:00,390515422.02330065,27251745.955473445,0.0,766134049.2768176,1524590982.1435692,329021588.63330424,94149421.23068406 
 01/05  15:00:00,426147682.97430027,23883217.45417681,0.0,766134049.2768176,1524590982.1435692,342154736.4342752,94349451.62147935 
 01/05  16:00:00,435033316.37320995,23547402.94241038,0.0,767644962.7387521,1524590982.1435692,349846193.04750013,94369722.9564888 
 01/05  17:00:00,414385890.5953313,24934231.8628773,0.0,784017154.3845294,1524590982.1435692,338610485.1353786,94202589.73388678 
 01/05  18:00:00,332517440.4924421,32522845.57891092,0.0,482917697.53296125,1057793295.4182142,261357142.30432805,93626319.15168205 
 01/05  19:00:00,273780284.61445,36243701.89640537,0.0,296653033.108991,941093873.7368754,252847191.88202906,93516861.72291556 
 01/05  20:00:00,235797964.84375,38616872.12761323,1199080.063767211,296653033.108991,941093873.7368754,252356194.924323,93476203.30500808 
 01/05  21:00:00,206332574.9329917,39180729.82156867,3693639.895646008,197765105.62937143,941093873.7368754,252126300.6847973,93442078.86515036 
 01/05  22:00:00,191496145.0479327,39043277.85849569,6798933.434499779,197765105.62937143,941093873.7368754,252126300.6847973,93431057.76532358 
 01/05  23:00:00,115442101.48143053,39595935.42429879,0.0,98887927.4796197,941093873.7368754,152609630.79620153,17214356.553167153 
 01/05  24:00:00,115320282.79158758,39588263.475823194,0.0,49438589.07487582,941093873.7368754,152609630.79620153,17214356.553167153 
 01/06  01:00:00,114958209.10607392,40277916.2219148,0.0,38694479.62202592,836730825.2177298,152609630.79620153,17012017.457849614 
 01/06  02:00:00,114480410.10292728,40458927.081126966,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/06  03:00:00,113994338.62934998,40539183.6502919,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/06  04:00:00,113659542.75635187,40337082.48578375,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/06  05:00:00,113438663.33986534,39996366.000981346,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/06  06:00:00,127097746.49108288,39620155.93735835,8615224.638433756,38137022.65685523,836730825.2177298,180696820.84762216,61452931.31972778 
 01/06  07:00:00,190839747.67595422,38188853.95690252,140839601.08844268,88762776.67582561,941093873.7368754,259645725.89708754,93914312.71789506 
 01/06  08:00:00,161944322.9136124,36608091.41415748,106628798.6956566,287750246.80178064,941093873.7368754,252126300.6847973,93690233.59183116 
 01/06  09:00:00,178459363.51951215,29415268.21500434,7847681.809214282,780458579.0939331,1524590982.1435692,261064866.583002,93415394.40613365 
 01/06  10:00:00,190646926.92509305,30016499.041063726,6226832.765569702,767472746.8948953,1524590982.1435692,270852672.83063537,93415517.10939427 
 01/06  11:00:00,241256344.45230266,31399610.1697523,348371.02525645925,766134049.2768176,1524590982.1435692,286852691.2065489,93485243.3985323 
 01/06  12:00:00,310334279.6854546,30562773.733526513,0.0,766134049.2768176,1524590982.1435692,298063470.63361245,93624007.06538215 
 01/06  13:00:00,330375056.70485044,31316650.089315552,0.0,766134049.2768176,1407891560.4622302,281866745.6993739,93640881.99883822 
 01/06  14:00:00,353359841.1281574,25548530.80758293,0.0,766134049.2768176,1524590982.1435692,302940680.8125154,93826339.91153023 
 01/06  15:00:00,377014593.57951003,21639594.08277999,0.0,766134049.2768176,1524590982.1435692,312331030.7080722,93910468.63024817 
 01/06  16:00:00,386887876.688025,22668731.458182212,0.0,768564483.2628165,1524590982.1435692,307762624.84374106,93930179.37887907 
 01/06  17:00:00,377203096.7700176,23559588.15575229,0.0,786829997.4823973,1524590982.1435692,298113366.51732796,93894397.66554818 
 01/06  18:00:00,303114116.1894908,32816228.420877524,843849.8072380933,483764905.8279105,1057793295.4182142,253925576.20869833,93553154.92583817 
 01/06  19:00:00,248833063.6529355,38073793.23583536,10680016.061784832,296653033.108991,941093873.7368754,252220295.78327838,93517376.51744555 
 01/06  20:00:00,228151993.1739946,39083512.49325074,40736517.19990001,296653033.108991,941093873.7368754,252126300.6847973,93580006.87005426 
 01/06  21:00:00,207918779.39933342,39171493.29221746,74279060.6071096,197765105.62937143,941093873.7368754,252126300.6847973,93638599.26436561 
 01/06  22:00:00,194541398.2337145,38557912.72982482,112807067.26006955,197765105.62937143,941093873.7368754,252126300.6847973,93706773.71815123 
 01/06  23:00:00,113042241.07906169,38428422.73494099,0.0,98887927.4796197,941093873.7368754,152609630.79620153,17214356.553167153 
 01/06  24:00:00,112618823.92518556,39873447.845489085,0.0,49438589.07487582,941093873.7368754,152609630.79620156,17214356.553167153 
 01/07  01:00:00,111523495.68183681,40136313.12190206,0.0,38694479.62202592,746122165.6661776,152609630.79620156,17012017.457849614 
 01/07  02:00:00,110458654.30397984,38655231.520716675,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17012017.457849614 
 01/07  03:00:00,110045559.37483017,39611605.5844083,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17012017.457849614 
 01/07  04:00:00,108961729.28821276,40694948.74299559,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17012017.457849614 
 01/07  05:00:00,108040699.88288757,40427126.82587938,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17012017.457849614 
 01/07  06:00:00,114040127.56489456,41625237.205549866,338564912.6780348,36545657.73145594,746122165.6661776,206146138.2322713,34964907.59773726 
 01/07  07:00:00,129492973.6749109,42916988.0319047,962583813.6247563,88762776.67582561,941093873.7368754,255048031.21581882,97079568.85120183 
 01/07  08:00:00,121794577.0380838,42654256.96195749,804447682.6623199,93241581.92085226,941093873.7368754,252126300.6847973,96597373.47365768 
 01/07  09:00:00,124731087.86918662,40237181.00435884,578524082.1690507,258796860.5917543,1057793295.4182142,252126300.6847973,95614849.53661111 
 01/07  10:00:00,125865670.22601196,39035429.034789965,416563132.4082137,255395272.82382292,1057793295.4182142,252126300.6847973,94760449.76779068 
 01/07  11:00:00,126895772.42948411,40770532.89840047,307954507.3420818,255377965.44577354,1057793295.4182142,252329821.38717198,94259391.50973491 
 01/07  12:00:00,154071261.45839873,43322285.52192632,135437542.66888872,255377965.44577354,1057793295.4182142,256474584.11539084,93758789.65200266 
 01/07  13:00:00,208023940.38567227,43875947.566019855,120542741.86235258,127688982.72288677,882744162.896206,261117845.84982014,93798338.65909636 
 01/07  14:00:00,265374291.72240078,41597050.62117841,72920156.17911823,127688982.72288677,882744162.896206,264780542.50002253,93794825.79596347 
 01/07  15:00:00,316498511.9464777,38046746.096399084,54078551.43807808,127688982.72288677,882744162.896206,265817058.55987063,93840605.84282266 
 01/07  16:00:00,334436370.87688136,33641729.43332881,45363910.63312184,127910914.45807752,882744162.896206,263968160.73959717,93819452.37837443 
 01/07  17:00:00,334021920.7480593,32295574.800112326,47250900.83807877,130435901.70167187,882744162.896206,259023988.30307832,93782980.07206956 
 01/07  18:00:00,255747090.5249232,32454733.561580677,0.0,48264921.03486599,824394452.0555365,252126300.6847973,93497066.86340982 
 01/07  19:00:00,118797034.42007586,36134217.09746904,0.0,49438589.07487582,824394452.0555365,152609630.79620156,17214356.553167153 
 01/07  20:00:00,114201912.5999048,39690944.36965895,0.0,38694479.62202592,746122165.6661776,152609630.79620156,17214356.553167153 
 01/07  21:00:00,112482617.26497605,38686439.36273268,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17214356.553167153 
 01/07  22:00:00,111480796.4277038,38444251.164955065,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17214356.553167153 
 01/07  23:00:00,110959133.49617603,38334368.26398794,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17214356.553167153 
 01/07  24:00:00,110615195.53983274,38869806.35245719,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17214356.553167153 
 01/08  01:00:00,109529092.4911034,39151075.9302953,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17012017.457849614 
 01/08  02:00:00,108473631.0455497,39517549.52720657,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17012017.457849614 
 01/08  03:00:00,108295538.56086703,40391788.527905434,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17012017.457849614 
 01/08  04:00:00,107549054.6770721,41718923.28824338,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17012017.457849614 
 01/08  05:00:00,106887736.82240932,41916051.91232472,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17012017.457849614 
 01/08  06:00:00,106842279.41578346,42137312.5894217,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17012017.457849614 
 01/08  07:00:00,106169793.76958309,42804041.754435934,0.0,47289767.18430585,824394452.0555365,152609630.79620153,17214356.553167153 
 01/08  08:00:00,105857193.56926763,43003303.14222063,0.0,46950098.19350556,824394452.0555365,152609630.79620153,17214356.553167153 
 01/08  09:00:00,106464179.70389555,42244254.42307584,0.0,42908212.6624348,824394452.0555365,152609630.79620153,17214356.553167153 
 01/08  10:00:00,107334108.99878591,41894861.06596549,0.0,42559924.65578557,824394452.0555365,152609630.79620156,17214356.553167153 
 01/08  11:00:00,108487660.01789962,41691768.19974711,0.0,42559924.65578557,824394452.0555365,152609630.79620156,17214356.553167153 
 01/08  12:00:00,114864072.40839976,41400453.72147,0.0,42559924.65578557,824394452.0555365,153560554.3111235,29905016.76217989 
 01/08  13:00:00,157914625.57932094,40066199.13660889,0.0,42559924.65578557,824394452.0555365,184923210.7925136,93379449.33672379 
 01/08  14:00:00,201330990.4972574,40913482.221863136,0.0,42559924.65578557,824394452.0555365,203657297.47947234,93437644.26804814 
 01/08  15:00:00,219123290.7765613,40308517.67764411,0.0,42559924.65578557,824394452.0555365,197948754.42833006,93474132.03476016 
 01/08  16:00:00,231225976.18931794,34319982.715342104,0.0,42601088.11259615,824394452.0555365,207120395.87644216,93481427.80947122 
 01/08  17:00:00,202999684.72857472,32575495.0836316,0.0,43456187.6118966,824394452.0555365,193528087.1518523,93420382.97293407 
 01/08  18:00:00,122376080.67920151,34361142.49001409,0.0,48238366.018855795,824394452.0555365,152609630.79620156,17214356.553167153 
 01/08  19:00:00,117140655.74510223,40165473.89955713,0.0,38694479.62202592,746122165.6661776,152609630.79620156,17214356.553167153 
 01/08  20:00:00,113828240.3045383,40648079.20597043,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17214356.553167153 
 01/08  21:00:00,112758158.9438501,38849819.40358685,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17214356.553167153 
 01/08  22:00:00,111848237.137032,39152922.229865,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17214356.553167153 
 01/08  23:00:00,111009259.09873976,39247735.45706236,0.0,36545657.73145594,746122165.6661776,152609630.79620156,17214356.553167153 
 01/08  24:00:00,110188503.13376321,39290663.79180602,0.0,36545657.73145594,746122165.6661776,152609630.79620153,17214356.553167153 
 01/09  01:00:00,109573762.41814488,39649942.77979164,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/09  02:00:00,109172382.33832747,40081612.86286891,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/09  03:00:00,108743634.7498543,40538890.468332775,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/09  04:00:00,108157653.88836204,41459765.050749615,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/09  05:00:00,107488686.8141995,42529000.38715808,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/09  06:00:00,120462543.61159411,43609563.46104948,521196828.0842781,38137022.65685523,836730825.2177298,218728199.74643356,55865473.01131493 
 01/09  07:00:00,140574982.31032854,43873270.94957224,1030264519.047772,88762776.67582561,941093873.7368754,254511259.50332764,97945528.84489854 
 01/09  08:00:00,133375754.24870326,43201048.13574881,885793317.409502,279701597.62704605,941093873.7368754,252150715.00042194,97595723.69929957 
 01/09  09:00:00,147080033.26638865,35305204.619200744,494439264.046291,776247839.87391,1524590982.1435692,256599396.29829982,95652948.84053466 
 01/09  10:00:00,160125334.56058574,34201497.25971225,182387351.70702597,766184898.4164271,1524590982.1435692,259911091.7729336,94071658.35410812 
 01/09  11:00:00,218404945.49548087,33300923.88312827,16937286.38825101,766134049.2768176,1524590982.1435692,268627071.91660166,93522177.16610204 
 01/09  12:00:00,302061287.3056351,35719999.009545244,4242457.126478162,766134049.2768176,1524590982.1435692,281030932.9289179,93681966.32562353 
 01/09  13:00:00,331058528.83653873,37015880.30205783,2987327.7462408813,766134049.2768176,1407891560.4622302,279915676.9834852,93798007.08870661 
 01/09  14:00:00,365364370.57860076,31215106.26523732,0.0,766134049.2768176,1524590982.1435692,298809218.8066598,94157438.71954012 
 01/09  15:00:00,397511499.2660069,30147304.247155745,0.0,766134049.2768176,1524590982.1435692,306753247.73389006,94455406.09782298 
 01/09  16:00:00,414339056.35930353,28732606.535247557,0.0,767240552.4710547,1524590982.1435692,323612452.9784895,94538111.70344724 
 01/09  17:00:00,403599439.1476819,29103300.804907855,0.0,782430808.5310755,1524590982.1435692,317575745.8719244,94437385.17051083 
 01/09  18:00:00,336284083.9871321,34983425.90233335,0.0,482209042.917909,1057793295.4182142,259652577.06867358,93725340.46356109 
 01/09  19:00:00,279906073.7938268,40003496.94673185,2765467.5668062363,296653033.108991,941093873.7368754,253093032.82304895,93583160.53517696 
 01/09  20:00:00,234409394.23460275,43776352.77630219,18585310.952843085,296653033.108991,941093873.7368754,252424562.7517894,93575477.18609786 
 01/09  21:00:00,199587522.8001794,41125724.562296756,40451099.79675608,197765105.62937143,941093873.7368754,252133991.5393475,93565181.44088985 
 01/09  22:00:00,168559133.96889573,41641304.74777125,63523259.10299364,197765105.62937143,941093873.7368754,252126300.6847973,93582928.23308466 
 01/09  23:00:00,112801183.0577063,43565585.512738384,0.0,98887927.4796197,941093873.7368754,152609630.79620156,17214356.553167153 
 01/09  24:00:00,112444195.20929933,43067073.67689072,0.0,49438589.07487582,941093873.7368754,152609630.79620153,17214356.553167153 
 01/10  01:00:00,111452131.58786291,43925438.76996947,0.0,38694479.62202592,836730825.2177298,152609630.79620156,17012017.457849614 
 01/10  02:00:00,110706976.79706311,43879927.686161816,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/10  03:00:00,110242846.28496936,43845798.53824204,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/10  04:00:00,108814386.2742627,45793449.23870864,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/10  05:00:00,107954349.3032674,45911493.24115611,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/10  06:00:00,115307082.81516051,44935466.24383505,318104069.6230147,38137022.65685523,836730825.2177298,200346906.37928945,38715072.2338132 
 01/10  07:00:00,130596649.37821072,44494293.187838994,825169803.9491994,88762776.67582561,941093873.7368754,254130954.49101982,96837566.86906004 
 01/10  08:00:00,127027601.0764782,43390096.78891054,678800780.9061595,279662005.7723877,941093873.7368754,252126300.6847973,96106860.92568496 
 01/10  09:00:00,138907105.21638408,36842320.684780166,488558264.43403864,775257013.288705,1524590982.1435692,256259804.60889298,95420261.86640234 
 01/10  10:00:00,156089864.5312482,36138449.29301165,160289326.1399561,766182845.08073,1524590982.1435692,264060220.54032332,94027105.38145122 
 01/10  11:00:00,232947146.0114231,34018372.57101133,5575965.873240677,766134049.2768176,1524590982.1435692,278718630.93913877,93531899.33009098 
 01/10  12:00:00,314045956.5226776,36660150.734762564,1166456.6837600756,766134049.2768176,1524590982.1435692,294977296.6307298,93739940.6538604 
 01/10  13:00:00,332087947.1978369,37976580.42521223,485383.1346142447,766134049.2768176,1407891560.4622302,288776356.8738892,93852727.30149584 
 01/10  14:00:00,380631423.0521459,28610300.65127954,0.0,766134049.2768176,1524590982.1435692,311203336.0795682,94241879.45837604 
 01/10  15:00:00,413383198.3488296,27929155.040901422,0.0,766134049.2768176,1524590982.1435692,319892426.8580987,94532537.61947793 
 01/10  16:00:00,430706001.6621562,28514281.87802908,0.0,766883166.4833168,1524590982.1435692,340140723.73432416,94704782.0179986 
 01/10  17:00:00,419230643.3689886,27188992.615985375,0.0,781996808.067428,1524590982.1435692,333912043.52368975,94510711.55660743 
 01/10  18:00:00,324751720.85987145,38309298.927108884,0.0,482105573.36442274,1057793295.4182142,259833698.72479704,93692466.78969921 
 01/10  19:00:00,252497160.9316091,44902460.29909187,773740.5439614643,296653033.108991,941093873.7368754,253049914.28216007,93466954.65782042 
 01/10  20:00:00,252895026.75153142,44871440.480276726,3654739.1520860614,296653033.108991,941093873.7368754,252359148.86901048,93528008.42186978 
 01/10  21:00:00,190839281.05536574,44980646.9697485,21622174.907959774,197765105.62937143,941093873.7368754,252126300.6847973,93511677.75775598 
 01/10  22:00:00,179164947.74274993,44924419.164510205,35168749.5644135,197765105.62937143,941093873.7368754,252126300.6847973,93544393.49054211 
 01/10  23:00:00,114123028.29856186,43865169.64579528,0.0,98887927.4796197,941093873.7368754,152609630.79620153,17214356.553167153 
 01/10  24:00:00,113038052.04019634,42351104.82906465,0.0,49438589.07487582,941093873.7368754,152609630.79620153,17214356.553167153 
 01/11  01:00:00,112337126.15828672,43405139.53225446,0.0,38694479.62202592,836730825.2177298,152609630.79620156,17012017.457849614 
 01/11  02:00:00,111931844.32738443,43809843.39482747,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/11  03:00:00,111281050.0467135,43853652.5814722,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/11  04:00:00,110469829.48622292,44973954.88546339,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/11  05:00:00,109932620.7065073,45317535.24545655,0.0,36545657.73145594,836730825.2177298,152609630.79620153,17012017.457849614 
 01/11  06:00:00,116959421.8190665,44969244.004204094,87671371.88776082,38137022.65685523,836730825.2177298,182076990.01019788,30009201.86366322 
 01/11  07:00:00,135262285.46872768,43748237.29199336,631078791.9566152,88762776.67582561,941093873.7368754,259497595.74355665,95975392.38773808 
 01/11  08:00:00,126507640.48981248,41946013.93916659,497311784.6697501,279751881.87701404,941093873.7368754,252126300.6847973,95197271.93594924 
 01/11  09:00:00,141016192.20662555,34441791.51094884,319382364.48257494,776471477.7691035,1524590982.1435692,258863094.11413702,94477321.65102911 
 01/11  10:00:00,161520445.3212979,36907982.53925425,85576155.41952756,766186330.6813507,1524590982.1435692,273499482.36130965,93690744.69336297 
 01/11  11:00:00,281058650.6648889,34024541.64827644,2018280.8624365577,766134049.2768176,1524590982.1435692,291279270.3773765,93666066.11544278 
 01/11  12:00:00,358549528.51373065,28193818.291912656,0.0,766134049.2768176,1524590982.1435692,312118597.23766834,93988370.27312526 
 01/11  13:00:00,383765058.75947964,26553091.26122329,0.0,766134049.2768176,1407891560.4622302,300094214.4880435,94027678.54209933 
 01/11  14:00:00,442774730.4150601,23099819.609230734,0.0,766134049.2768176,1524590982.1435692,313854402.93112713,94581333.10708816 
 01/11  15:00:00,457711611.7567266,22908551.85463249,0.0,766134049.2768176,1524590982.1435692,325819039.1193629,94786728.37029475 
 01/11  16:00:00,459681091.10739654,21448947.564938247,0.0,766880105.5555615,1524590982.1435692,353389300.2102983,94643270.53392309 
 01/11  17:00:00,450354886.9018065,24562585.372919735,0.0,781958347.6574492,1524590982.1435692,354338063.7913271,94558551.16934568 
 01/11  18:00:00,351000690.8482794,32047863.795229822,0.0,481908388.3206027,1057793295.4182142,265038072.7355398,93731656.93487939 
 01/11  19:00:00,300736378.1804244,37210405.46187793,0.0,296653033.108991,941093873.7368754,254359112.07488614,93576594.97076058 
 01/11  20:00:00,265983221.79588366,39419929.9698533,90218.74791869344,296653033.108991,941093873.7368754,252619755.05499738,93537281.63793752 
 01/11  21:00:00,222914425.61707085,39963171.31220446,1944065.4426787337,197765105.62937143,941093873.7368754,252195599.1463951,93474770.72755016 
 01/11  22:00:00,212435966.14319023,41753074.11782194,3542531.6432492347,197765105.62937143,941093873.7368754,252126300.6847973,93457075.19104135 
 01/11  23:00:00,115664158.43061012,42444528.64941352,0.0,98887927.4796197,941093873.7368754,152609630.79620156,17214356.553167153 
 01/11  24:00:00,115033438.56243902,41890027.531256914,0.0,49438589.07487582,941093873.7368754,152609630.79620156,17214356.553167153 
 01/12  01:00:00,114446114.7144961,42677212.27362226,0.0,38694479.62202592,836730825.2177298,152609630.79620156,17012017.457849614 
 01/12  02:00:00,114140995.32196453,42223317.485811226,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/12  03:00:00,113878518.14295036,41869983.34020971,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/12  04:00:00,113534111.59376541,41180970.00669425,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/12  05:00:00,113064573.06590351,40381985.655738585,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/12  06:00:00,123885405.04067045,40719457.556274556,0.0,38137022.65685523,836730825.2177298,177626027.93063992,61426188.270747386 
 01/12  07:00:00,149406347.66526142,40094716.5614767,201373596.2976592,88762776.67582561,941093873.7368754,259637267.31071573,94074288.49655658 
 01/12  08:00:00,130662228.67392105,39530203.560297474,303124545.004767,281391229.67348635,941093873.7368754,252152896.18451217,94251134.26969312 
 01/12  09:00:00,147125305.56770378,33479771.84419262,161449278.34183222,779179975.2486235,1524590982.1435692,264191295.7096762,93867560.0257116 
 01/12  10:00:00,203049070.97555068,31740571.66482838,12420712.09712983,766707522.1618004,1524590982.1435692,284408090.26621675,93470815.383269 
 01/12  11:00:00,297498238.6774478,29007070.680034112,0.0,766134049.2768176,1524590982.1435692,299003769.51832986,93612558.81997925 
 01/12  12:00:00,360661534.82002985,26350470.673069887,0.0,766134049.2768176,1524590982.1435692,319535310.4575587,93905210.17168586 
 01/12  13:00:00,394730012.5197607,28312246.583405823,0.0,766134049.2768176,1407891560.4622302,309118729.8493739,94046008.4357847 
 01/12  14:00:00,450799162.2199574,23558706.792162206,0.0,766134049.2768176,1524590982.1435692,326339345.3177188,94595981.34552649 
 01/12  15:00:00,490987584.45332736,18676993.41597895,0.0,766134049.2768176,1524590982.1435692,341284849.7615783,94874081.32541874 
 01/12  16:00:00,509072389.15069723,13107367.963108625,0.0,766837031.9472147,1524590982.1435692,373688902.3455349,94787268.36629842 
 01/12  17:00:00,491179549.07650125,13332401.234079642,0.0,781484568.7168238,1524590982.1435692,371309125.27416915,94524076.69561523 
 01/12  18:00:00,370212372.73741984,23553118.72295397,0.0,481789573.18660337,1057793295.4182142,270565784.88568467,93740556.51990339 
 01/12  19:00:00,337547124.0946497,33787924.0612606,0.0,296653033.108991,941093873.7368754,255066404.66453883,93603359.97956073 
 01/12  20:00:00,307197367.89791524,33415126.124390002,0.0,296653033.108991,941093873.7368754,253061056.76867557,93569827.66509739 
 01/12  21:00:00,250224737.99425754,35415835.37952238,0.0,197765105.62937143,941093873.7368754,252390917.09069058,93480443.74648194 
 01/12  22:00:00,213574191.9588644,37710661.97049226,203483.74392092286,197765105.62937143,941093873.7368754,252137370.95911193,93442027.65001158 
 01/12  23:00:00,117490597.04648753,36067651.44146324,0.0,98887927.4796197,941093873.7368754,152609630.79620156,17214356.553167153 
 01/12  24:00:00,116989376.86606462,37494712.97008729,0.0,49438589.07487582,941093873.7368754,152609630.79620156,17214356.553167153 
 01/13  01:00:00,115544247.34611441,42374819.91472569,0.0,38694479.62202592,836730825.2177298,152609630.79620156,17012017.457849614 
 01/13  02:00:00,114619542.8827258,43798284.273243725,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/13  03:00:00,114426390.99363254,42182163.21542571,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
 01/13  04:00:00,113981039.42849773,40990970.13676438,0.0,36545657.73145594,836730825.2177298,152609630.79620156,17012017.457849614 
